 Region,CultureGroup,MacroPolity,PolID,Predecessor,Successor,Contested.1yr,Reign.Number.predecessor,Start.reign.predecessor,End.reign.Transition,Overturn,Assassination.Predecessor,Intra.elite,Military.revolt,Popular.uprising,Separatist.rebellion,External.invasion,External.interference,Conflict.name,Description,References,Zotero.URL
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamCP,Al-Zahir Barquq,Al-Muzaffar Hajji II,P,1,1382,1389,P,A,P,P,A,A,A,A,,"In 1382 CE Barquq assumed the throne, overthrowing the young al-Hajji. Seven years later in 1389 CE a revolt by emirs saw Barquq flee into safety and al-Hajji was restored as Sultan.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Schultz, Warren C., “Barqūq, al-Malik al-Ẓāhir”, in: Encyclopaedia of Islam, THREE, Edited by: Kate Fleet, Gudrun Krämer, Denis Matringe, John Nawas, Everett Rowson. Consulted online on 20 February 2020 <http://dx.doi.org/10.1163/1573-3912_ei3_COM_24303",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/SEPHT5EE/item-list
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamCP,Al-Muzaffar Hajji II,Al-Zahir Barquq,P,2,1389,1390,P,A,A,P,A,A,A,A,,"In 1390 CE Barquq returned from his exile and launched a revolt to once again depose al-Hajji. He was successful and ruled for another nine years, al-Hajji died in exile in 1412 CE.",John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamCP,Al-Zahir Barquq,Al-Nasir Faraj,A,2,1390,1399,A,A,A,A,A,A,A,A,,Barquq died in 1399 CE after replacing many of his rivals and governors who opposed him. He was succeeded by his son Al-Nasir Faraj.,"John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Wansbrough, J., “Farad̲j̲”, in: Encyclopaedia of Islam, Second Edition, Edited by: P. Bearman, Th. Bianquis, C.E. Bosworth, E. van Donzel, W.P. Heinrichs. Consulted online on 24 February 2020 <http://dx.doi.org/10.1163/1573-3912_islam_SIM_2266>",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/EC43QPN9/item-list
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamCP,Al-Nasir Faraj,Al-Muayyad Shaykh,P,1,1399,1412,P,A,P,P,A,A,A,A,,"Al-Nasir Faraj had a tumultuous reign, as did his successors. He inherited the throne in 1399 CE from his father Barquq at the age of thirteen and was Sultan for six years before being usurped by his brother Izz ad-Din Abd al-Aziz. However Al-Aziz only reigned for two months before Al-Nasir Faraj was restored as Sultan. In 1412 CE Faraj was deposed once more by Al-Musta'in who became Sultan reluctantly. He himself was in the role only six-months before another contender, Al-Muayyad Shaykh, took the throne","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Petry, Carl Forbes, “Faraj, al-Malik al-Nāṣir”, in: Encyclopaedia of Islam, THREE, Edited by: Kate Fleet, Gudrun Krämer, Denis Matringe, John Nawas, Everett Rowson. Consulted online on 20 February 2020 <http://dx.doi.org/10.1163/1573-3912_ei3_COM_26969>",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/99T53QHA/item-list
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Muayyad Shaykh,Al-Ashraf Barsbay,P,1,1412,1421,P,U*,P,A,A,A,A,A,,"Al-Muayyad Shaykh took the throne in 1412 CE and died in 1421 CE. After his death there was a period of instability, with four different men occupying the Mamluk throne within one year. Immediately after his death Shaykh was succeeded by his son Al-Muzaffar Ahmad II, but he would reign for just seven months before being usurped by Al-Zahir Tatar. Tatar died after just a two month reign ""from a chill contracted by paranoically wearing chainmail day and night..."", he was succeeded by his son Al-Salih Muhammad III. He would reign from November until the following April, before being ousted by Al-Ashraf Barsbay in 1422 CE.","Irwin, Robert. “Factions in Medieval Egypt*.” Journal of the Royal Asiatic Society 118, no. 2 (April 1986): 228–46. https://doi.org/10.1017/S0035869X00139917.","Irwin, Robert. “Factions in Medieval Egypt*.” Journal of the Royal Asiatic Society 118, no. 2 (April 1986): 228–46. https://doi.org/10.1017/S0035869X00139917. Seshat URL: https://www.zotero.org/groups/1051264/seshat_databank/collections/XTMJWW75/items/V95IH76I/item-details"
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Ashraf Barsbay,Al-Zahir Jaqmaq,P,1,1422,1438,A,A,P,A,A,A,A,A,,"Al-Ashraf Barsbay had a relatively long reign, ruling from 1422 CE until 1438 CE. His reign was relatively stable in comparison to some of his predecessors, despite the sultanate being struck by severe famine and plague. He died in 1438 CE and was succeeded by his fifteen year old son Al-Aziz Yusuf. However Yusuf would reign for only four months before being ousted by his regent and protector Al-Zahir Jaqmaq.",John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Zahir Jaqmaq,Al-Ashraf Inal,P,1,1438,1453,P,A,P,P,A,A,A,A,,"Al-Zahir Jaqmaq was already sixty-five when he usurped Al-Aziz Jamal ad-Din Yusuf. He reigned until 1453, when he died at the age of eighty. He named his son Al-Mansur Uthman as heir, who ascended the throne in February 1453 CE. Uthman would only rule for two months before he was ousted by the emirs, whom he had alienated with bad behaviour and extortion. He was replaced with Al-Ashraf Inal.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Sobernheim, M., “Čaḳmaḳ”, in: Encyclopaedia of Islam, Second Edition, Edited by: P. Bearman, Th. Bianquis, C.E. Bosworth, E. van Donzel, W.P. Heinrichs. Consulted online on 21 February 2020 <http://dx.doi.org/10.1163/1573-3912_islam_SIM_1584>",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/JMU9B3VV/item-list
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Ashraf Inal,Al-Zahir Khushqadam,P,1,1453,1461,A,A,P,A,A,A,A,A,,"At age seventy-three Al-Ashraf Inal usurped Al-Mansur Uthman and was proclaimed Sultan in 1453 CE. His reign was a particularly tumultuous one, with his Mamluk warriors making frequent raids on his own people. In 1460 CE a plague ripped through Egypt claiming Al-Ashraf Inal as one of its victims. He had named his son Al-Muayyad Ahmad III as his successor, but he would only rule for four months before peacefully abdicating after pressure from an alliance of Zahiris, Ashrafis, Nasiris and his own Mu'ayyadis. Ahmad was succeeded by Al-Zahir Khushqadam.",John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Zahir Khushqadam,Al-Ashraf Qaitbay,P,1,1461,1467,P,A,P,P,A,A,A,A,,"Al-Zahir Khushqadam was Sultan of the Mamluks from 1461 CE until his death in 1467 CE. He came to power in a coup, deposing Al-Muayyad Ahmad III peacefully. Upon Khushqadam’s death Al-Zahir Bilbay became sultan, however he ruled for barely three months before being captured and deposed by Dhahiri Mamluks, who named Al-Zahir Timurbugha Sultan. Timurbugha, like his predecessor would only last a few months as Sultan before he himself was dethroned in a palace coup d’états in January 1468 CE. He was replaced with Al-Ashraf Qaitbay, who granted Timurbugha an honourable retirement. Immediately after Qaitbay's accession an insurrection boiled over in Eastern Analtolia, but was successfully put down in 1469 CE.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Levanoni, A., 1994. The Mamluk Conception of the Sultanate. International Journal of Middle East Studies, 26(3), pp.373-392. $ Holt, P.M., “K̲h̲us̲h̲ḳadam”, in: Encyclopaedia of Islam, Second Edition, Edited by: P. Bearman, Th. Bianquis, C.E. Bosworth, E. van Donzel, W.P. Heinrichs. Consulted online on 24 February 2020 <http://dx.doi.org/10.1163/1573-3912_islam_SIM_4349>",https://www.zotero.org/groups/1051264/seshat_databank/items/9GMFFHIX/item-listhttps://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Ashraf Qaitbay,Al-Nasir Muhammad IV,A,1,1468,1496,A,A,A,A,A,A,A,A,,"Al-Ashraf Qaitbay was Sultan of the Mamluks from his usurpation of Timuburgha in 1468 CE, until his death in 1496 CE. He was succeeded by his son Al-Nasir Muhammad IV.",John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Nasir Muhammad IV,Al-Zahir Qansuh I,P,1,1496,1498,P,P,A,P,A,A,A,A,,"Al-Nasir Muhammad IV came to the Mamluk throne in 1496 CE following the death of his father. Al-Nasir’s reign was cut short, barely two years, before being deposed by Al-Zahir Qansuh I. Qansuh had been purchased by Sultan Qaitbay and made protector of his heir Al-Nasir Muhammad IV, which turned out to be a terrible miscalculation. In 1498 CE, after Al-Nasir Muhammad IV took over as Sultan, the Mamluks rebelled and killed him, electing Al-Zahir Qansuh I in his place.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Irwin, R., 1986. Factions in Medieval Egypt. Journal of the Royal Asiatic Society, 118(2), pp.228-246.",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/3P7EBTM4/item-list
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Zahir Qansuh I,Al-Ashraf Qansuh II,P,1,1498,1500,P,P,P,P,A,A,A,A,,"Al-Zahir Qansuh I would last no longer than his predecessor, reigning from 1498 CE until 1500 CE. Qansuh would meet a grisly end, being strangled on the orders of future Sultan Al-Adil Tumanbay. However, he was immediately succeeded by Al-Ashraf Janbalat who reigned from June 1500 CE until January 1501 CE; Janbalat was replaced by Qansuh I killer Al-Adil Tumanbay. Soon after his accession a revolt too place to remove him and his cruel methods. His replacement was Al-Ashraf Qansuh II an adherent and loyalist to the first Qansuh. Qansuh II immediately set about removing all of Tumanbay’s associates from the halls of power and soon found the deposed Sultan hiding with friends. Qansuh II had him executed putting an end to his revolt.",John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford.,https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Ashraf Qansuh II,Al-Ashraf Tumanbay II,P,1,1501,1516,P,P,P,P,A,A,P,A,"Battle of Marj Dabiq, Ottoman-Mamluk war","Al-Ashraf Qansuh II saw the effective end of the Mamluk Sultanate, reigning from 1501 CE until his death in the Ottoman- Mamluk war. ""The flight of the Mamlūk left wing, commanded by K̲h̲āʾir Bey (who was probably in secret understanding with the Ottomans), led to the break-up of the whole Mamlūk position. In the confusion, al-G̲h̲awrī fell from his horse and died, apparently of apoplexy. His body was never recovered."" His death marked the end of Mamluk control of the middle-east and the rise of Ottoman hegemony in the region. He was succeeded in 1516 CE by Al-Ashraf Tumanbay II, who carried on the war, but failed to fend off the Ottoman threat.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Holt, P.M., “Ḳānṣawh al-G̲h̲awrī”, in: Encyclopaedia of Islam, Second Edition, Edited by: P. Bearman, Th. Bianquis, C.E. Bosworth, E. van Donzel, W.P. Heinrichs. Consulted online on 23 February 2020 <http://dx.doi.org/10.1163/1573-3912_islam_SIM_3873>",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/AE982SRA/item-list
Upper Egypt,Islamic_Caliphates,Mamluk Sultanate,EgMamBu,Al-Ashraf Tumanbay II,End of Mamluk Sultanate,P,1,1516,1517,P,P,P,P,A,A,P,A,Ottoman-Mamluk war,"Al-Ashraf Tumanbay II was the last Sultan of the Mamluk Sultanate, reigning for only a few months before the Ottomans were finally able to subdue their long time enemy in the middle-east. He was executed in 1517 CE, and with his death the Mamluk Dynasty would come to an end. Egypt was incorporated into the Ottoman Empire and administrated by a Pasha. The Sultanate would eventually be revived in the 19th Century under a different dynasty.","John E Morby. 2018. Dynasties of the World. A Chronological and Genealogical Handbook. Oxford University Press. Oxford. $ Holt, P.M., “Ṭūmān Bāy”, in: Encyclopaedia of Islam, Second Edition, Edited by: P. Bearman, Th. Bianquis, C.E. Bosworth, E. van Donzel, W.P. Heinrichs. Consulted online on 23 February 2020 <http://dx.doi.org/10.1163/1573-3912_islam_SIM_7623>",https://www.zotero.org/groups/1051264/seshat_databank/items/3C5IVS6E $ https://www.zotero.org/groups/1051264/seshat_databank/items/8ZS2FJPV/item-list
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Mentuhotep III / Sankhkara,Mentuhotep IV / Nebtawyra,A*,1,-2004,-1992,A*,A*,A*,A*,A*,A*,A,A*,,"Mentuhotep III inherited the throne from his father as an old man (Clayton 1994, 75). His successor Mentuhotep IV may have 'usurped the throne, since he is missing from the king-lists' (Callender 2000, 145), but the sources do not suggest that Mentuhotep III was assassinated.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 75-76) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 144-45) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Mentuhotep IV / Nebtawyra,Amenemhat I / Sehetepibra,P,1,-1992,-1985,P,U*,P,A*,A*,A*,A,A*,,"Mentuhotep IV was overthrown by his vizier Amenemhet, who founded the Twelfth Dynasty (Clayton 1994, 78), but the sources do not specify whether this involved an assassination.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 76-77) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 145) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Amenemhat I / Sehetepibra,Senusret I / Kheperkara,P,1,-1985,-1956,P,P,P*,P,A*,A*,A,A*,,"Amenemhat seems to have risen from humble beginnings to become Mentuhotep IV's vizier before overthrowing Mentuhotep to found the Twelfth Dynasty (Clayton 1994, 77; Callender 2000, 146). He faced opposition from 'recalcitrant nomarchs, Asiatics and Nubians on the southern frontiers', whom he 'crushed' (Clayton 1994, 79). He was murdered, possibly by his bodyguards (Callender 2000, 148). Amenemhat's son Senusret returned from the western desert and established himself on the throne (Clayton 1994, 79).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 77, 79) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 146, 148) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Senusret I / Kheperkara,Amenemhat II / Nubkaura,A,1,-1956,-1911,A,A,A,A,A,A,A,A,,"When Senusret died, the throne passed to his son Amenemhet II (Clayton 1994, 81)","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 79-81) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Amenemhat II / Nubkaura,Senusret II / Khakheperra,A,1,-1911,-1877,A,A,A,A,A,A,A,A,,"Amenemhet II peacefully succeeded his father Senusret I and passed the throne to his son Senusret II (Clayton 1994, 81-82).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 81-82) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Senusret II / Khakheperra,Senusret III / Khakaura,A,1,-1877,-1870,A,A,A,A,A,A,A,A,,"Senusret II succeeded his father and enjoyed a 'peaceful' reign and 'cordial' relations with provincial elites (Clayton 1994, 82-83). He passed the throne to his son Senusret III.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 82-84) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Senusret III / Khakaura,Amenemhat III / Nimaatra,A,1,-1870,-1831,A,A,A,A,A,A,A,A,,"Senusret III carried out administrative reforms to centralize the Egyptian state (Clayton 1994, 84-85; Callender 2000, 155) and led 'brutal' military campaigns into Nubia and Palestine (Callender 2000, 154-55). The sources do not mention palace conspiracies or general uprisings. He passed the throne to his son Amenemhet III.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 84-87) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 154-55) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Amenemhat III / Nimaatra,Amenemhat IV / Maakherura,A,1,-1831,-1786,A,A,A,A,A,A,A,A,,"Amenemhet III presided over a period of economic prosperity in Egypt and focussed on consolidating his predecessor's achievements (Clayton 1994, 87; Callender 2000, 156). However, during his reign there were riots by Nubian rebels north of Kumma (Morkot 2010).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 87-89) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 156) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM $ (Morkot 2010) Morkot, Robert. 2010. The A to Z of Ancient Egyptian Warfare. Lanham, MD: Rowman & Littlefield. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/AHFJE5Z2.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Amenemhat IV / Maakherura,Queen Sobekneferu / Sobekkara,A,1,-1786,-1777,A*,A*,A*,A*,A*,A*,A,A*,,"Amenemhet IV was the son (or possibly grandson) of Amenemhet III (Callender 2000, 158). He may have come to the throne as an old man and was succeeded by his queen, Sobeknefru (Clayton 1994, 89; Callender 2000, 158).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 89) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 158) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Queen Sobekneferu / Sobekkara,Wegaf / Khutawyra,U*,1,-1777,-1773,A*,A*,A*,A*,A*,A*,A,A*,,"Queen Sobeknefru: little is known about her from the written records (Clayton 1994, 89). Kim Ryholt (1997, 197) proposes that the demarcation between the Twelfth and Thirteenth Dynasties reflects the rise of the independent Fourteenth Dynasty in the eastern Delta, an event he believes took place during Sobekneferu's reign. However, at the royal centre of Itj-tawy near the Faiyum, the transition from Sobekneferu to Wegaf, first ruler of the Thirteenth Dynasty, appears to have been 'smooth' (Clayton 1994, 90).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 89-90) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM $ (Ryholt 1997, 197) Ryholt, Kim. 1997. The Political Situation in Egypt during the Second Intermediate Period, 1800-1550 B.Copenhagen: Museum Tusculanum Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/FT6SAQBA $ (Ryholt 1997, 197) Ryholt, Kim. 1997. The Political Situation in Egypt during the Second Intermediate Period, 1800-1550 B.Copenhagen: Museum Tusculanum Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/FT6SAQBA.",
